Flight Number,Actual,Prediction,Prediction Percentage,Date
111,0,not delayed,0.1430064,2024-05-17
111,0,not delayed,0.03316916,2024-05-18
111,1,not delayed,0.16900894,2024-05-16
1110,0,not delayed,0.031437255,2024-05-17
1110,0,not delayed,0.031073894,2024-05-19
1110,0,not delayed,0.031919286,2024-05-15
1110,0,not delayed,0.075576894,2024-05-18
1110,1,delayed,0.99530554,2024-05-16
1111,1,delayed,0.98917526,2024-05-15
1111,1,delayed,0.98917526,2024-05-19
1111,0,not delayed,0.030582812,2024-05-16
1111,1,delayed,0.9956657,2024-05-17
1111,1,delayed,0.7529547,2024-05-18
1112,0,not delayed,0.029999832,2024-05-18
1112,0,delayed,0.8761018,2024-05-17
1112,1,delayed,0.97648346,2024-05-19
1112,0,not delayed,0.075016424,2024-05-15
1112,1,delayed,0.9835611,2024-05-16
1113,0,not delayed,0.030555874,2024-05-16
1113,0,not delayed,0.03068219,2024-05-15
1113,0,not delayed,0.04927178,2024-05-18
1113,1,delayed,0.9956657,2024-05-19
1113,1,delayed,0.9956596,2024-05-17
1114,0,not delayed,0.06577966,2024-05-15
1114,1,delayed,0.9968118,2024-05-18
1114,1,not delayed,0.0848867,2024-05-17
1114,1,delayed,0.98917526,2024-05-19
1114,0,not delayed,0.035121392,2024-05-16
1115,0,not delayed,0.13713492,2024-05-15
1115,0,not delayed,0.031174717,2024-05-18
1115,1,not delayed,0.07018199,2024-05-16
1115,0,not delayed,0.16208237,2024-05-17
1115,1,delayed,0.989483,2024-05-19
1116,1,delayed,0.988357,2024-05-17
1116,1,delayed,0.9883275,2024-05-16
1116,0,not delayed,0.07664979,2024-05-19
1116,0,not delayed,0.03005569,2024-05-18
1116,0,not delayed,0.04885635,2024-05-15
1117,0,not delayed,0.15488659,2024-05-17
1117,1,delayed,0.99694574,2024-05-19
1117,1,delayed,0.98917526,2024-05-16
1117,0,not delayed,0.030658642,2024-05-18
1117,0,not delayed,0.032213297,2024-05-15
1118,1,delayed,0.99566483,2024-05-19
1118,1,delayed,0.83266586,2024-05-17
1118,0,not delayed,0.030186573,2024-05-16
1118,1,delayed,0.99231035,2024-05-15
1118,1,delayed,0.99694574,2024-05-18
1119,0,not delayed,0.031518858,2024-05-15
1119,0,not delayed,0.052050646,2024-05-19
1119,1,delayed,0.99694574,2024-05-18
1119,1,delayed,0.99610305,2024-05-16
1119,1,delayed,0.98745143,2024-05-17
112,0,delayed,0.8427694,2024-05-17
112,1,delayed,0.9951271,2024-05-15
112,1,delayed,0.6145878,2024-05-18
112,0,not delayed,0.030093586,2024-05-19
112,1,delayed,0.988896,2024-05-16
1120,1,not delayed,0.047278445,2024-05-19
1120,1,delayed,0.98917526,2024-05-16
1120,0,not delayed,0.030327084,2024-05-18
1120,1,delayed,0.5826537,2024-05-15
1120,1,delayed,0.9956617,2024-05-17
1121,0,not delayed,0.048506435,2024-05-16
1121,1,not delayed,0.08023058,2024-05-19
1121,0,not delayed,0.059206847,2024-05-17
1121,1,delayed,0.98917526,2024-05-18
1121,0,not delayed,0.02992828,2024-05-15
1122,0,not delayed,0.051313933,2024-05-18
1122,1,delayed,0.98917526,2024-05-16
1122,0,not delayed,0.038883783,2024-05-19
1122,0,not delayed,0.05662152,2024-05-17
1122,0,not delayed,0.052847728,2024-05-15
1123,0,not delayed,0.032885708,2024-05-18
1123,1,delayed,0.9952678,2024-05-16
1123,0,not delayed,0.032706223,2024-05-17
1123,0,not delayed,0.09961769,2024-05-15
1123,1,delayed,0.98917526,2024-05-19
1124,1,delayed,0.99566513,2024-05-18
1124,0,not delayed,0.032040928,2024-05-19
1124,1,delayed,0.9956664,2024-05-17
1124,1,delayed,0.85821205,2024-05-16
1124,1,not delayed,0.3170537,2024-05-15
1125,1,not delayed,0.46849254,2024-05-15
1125,0,not delayed,0.052357595,2024-05-17
1125,1,delayed,0.9805263,2024-05-18
1125,1,delayed,0.9956658,2024-05-16
1125,0,not delayed,0.24576557,2024-05-19
1126,1,delayed,0.9891659,2024-05-18
1126,0,not delayed,0.050015267,2024-05-19
1126,1,delayed,0.98917526,2024-05-17
1126,0,not delayed,0.04935328,2024-05-15
1126,0,not delayed,0.031068018,2024-05-16
1127,0,not delayed,0.030398265,2024-05-15
1127,1,delayed,0.99694306,2024-05-17
1127,0,not delayed,0.031677306,2024-05-18
1127,1,delayed,0.99694574,2024-05-19
1127,1,delayed,0.86619246,2024-05-16
1128,0,not delayed,0.14376055,2024-05-17
1128,0,not delayed,0.030672174,2024-05-19
1128,0,not delayed,0.030036326,2024-05-18
1128,0,not delayed,0.049186457,2024-05-16
1128,1,delayed,0.99566585,2024-05-15
1129,1,delayed,0.99691504,2024-05-16
1129,1,delayed,0.9833737,2024-05-15
1129,0,not delayed,0.03624336,2024-05-18
1129,1,delayed,0.9969117,2024-05-17
1129,0,not delayed,0.077561565,2024-05-19
113,1,not delayed,0.03975643,2024-05-17
113,1,delayed,0.93610775,2024-05-19
113,1,delayed,0.58509535,2024-05-15
113,1,delayed,0.9894833,2024-05-18
113,1,delayed,0.995228,2024-05-16
1130,0,not delayed,0.06662262,2024-05-19
1130,0,not delayed,0.030704869,2024-05-16
1130,0,not delayed,0.3428532,2024-05-17
1130,0,not delayed,0.054206163,2024-05-18
1130,1,delayed,0.99610484,2024-05-15
1131,0,not delayed,0.058206428,2024-05-17
1131,0,not delayed,0.06219293,2024-05-15
1131,1,delayed,0.98917526,2024-05-16
1131,0,not delayed,0.029954614,2024-05-18
1131,1,delayed,0.99694574,2024-05-19
1132,1,not delayed,0.06631921,2024-05-19
1132,0,not delayed,0.029970728,2024-05-15
1132,0,not delayed,0.13535586,2024-05-18
1132,1,delayed,0.98917526,2024-05-16
1132,0,not delayed,0.031114262,2024-05-17
1133,0,not delayed,0.043178745,2024-05-17
1133,0,not delayed,0.05601757,2024-05-19
1133,0,not delayed,0.034281388,2024-05-18
1133,1,delayed,0.9969412,2024-05-16
1133,1,delayed,0.9968104,2024-05-15
1134,1,delayed,0.9877777,2024-05-15
1134,0,not delayed,0.03086899,2024-05-19
1134,1,delayed,0.99694574,2024-05-18
1134,1,delayed,0.99794304,2024-05-16
1134,0,not delayed,0.05084181,2024-05-17
1135,1,delayed,0.9953476,2024-05-15
1135,0,not delayed,0.05507778,2024-05-16
1135,0,not delayed,0.049287397,2024-05-18
1135,0,not delayed,0.035015114,2024-05-19
1135,0,not delayed,0.08067323,2024-05-17
1136,0,not delayed,0.030371899,2024-05-19
1136,0,not delayed,0.032971945,2024-05-16
1136,0,not delayed,0.032449897,2024-05-18
1136,1,delayed,0.9859811,2024-05-17
1136,0,not delayed,0.03153176,2024-05-15
1137,0,not delayed,0.05413039,2024-05-15
1137,1,delayed,0.983364,2024-05-16
1137,0,not delayed,0.037843827,2024-05-17
1137,0,not delayed,0.048783995,2024-05-18
1137,1,delayed,0.98917526,2024-05-19
1138,0,not delayed,0.04369209,2024-05-17
1138,0,not delayed,0.05574484,2024-05-16
1138,1,delayed,0.9476836,2024-05-19
1138,1,delayed,0.94750774,2024-05-18
1138,0,not delayed,0.0590427,2024-05-15
1139,0,not delayed,0.033279456,2024-05-18
1139,0,not delayed,0.030132594,2024-05-15
1139,0,not delayed,0.07524282,2024-05-17
1139,1,delayed,0.9969453,2024-05-19
1139,1,delayed,0.95195717,2024-05-16
114,0,not delayed,0.030389981,2024-05-19
114,1,delayed,0.9969455,2024-05-16
114,0,not delayed,0.04302987,2024-05-15
114,1,delayed,0.99604213,2024-05-18
114,1,delayed,0.8606434,2024-05-17
1140,1,delayed,0.98912996,2024-05-16
1140,1,delayed,0.99694574,2024-05-18
1140,0,not delayed,0.050449394,2024-05-17
1140,0,not delayed,0.030017722,2024-05-19
1140,1,delayed,0.99688286,2024-05-15
1141,1,delayed,0.9833638,2024-05-15
1141,0,not delayed,0.04471302,2024-05-17
1141,1,delayed,0.99515617,2024-05-18
1141,1,not delayed,0.030526591,2024-05-16
1141,0,not delayed,0.27427712,2024-05-19
1142,0,not delayed,0.05724245,2024-05-15
1142,0,not delayed,0.052351147,2024-05-19
1142,0,not delayed,0.04985636,2024-05-18
1142,1,not delayed,0.031777468,2024-05-17
1142,1,delayed,0.988319,2024-05-16
1143,0,not delayed,0.05135904,2024-05-18
1143,0,not delayed,0.030401038,2024-05-17
1143,0,not delayed,0.03051173,2024-05-15
1143,1,delayed,0.90218276,2024-05-19
1143,1,not delayed,0.41339377,2024-05-16
1144,1,delayed,0.95235974,2024-05-16
1144,1,delayed,0.98917526,2024-05-18
1144,0,not delayed,0.056806605,2024-05-19
1144,0,not delayed,0.031675957,2024-05-17
1144,0,not delayed,0.15939473,2024-05-15
1145,1,delayed,0.9964735,2024-05-15
1145,1,delayed,0.91088074,2024-05-16
1145,0,not delayed,0.07571865,2024-05-17
1145,0,not delayed,0.06543574,2024-05-19
1145,1,delayed,0.9889151,2024-05-18
1146,0,not delayed,0.03213052,2024-05-18
1146,0,not delayed,0.030580616,2024-05-15
1146,1,delayed,0.99694574,2024-05-17
1146,0,not delayed,0.03126358,2024-05-19
1146,0,not delayed,0.07765267,2024-05-16
1147,1,delayed,0.9215934,2024-05-15
1147,0,delayed,0.75498,2024-05-18
1147,1,delayed,0.95011276,2024-05-19
1147,0,not delayed,0.030037083,2024-05-17
1147,0,not delayed,0.16119884,2024-05-16
1148,0,not delayed,0.21993497,2024-05-15
1148,0,not delayed,0.06831479,2024-05-18
1148,1,delayed,0.9702258,2024-05-19
1148,0,not delayed,0.034790993,2024-05-17
1148,0,not delayed,0.030284937,2024-05-16
1149,0,not delayed,0.03345225,2024-05-18
1149,1,delayed,0.98336387,2024-05-19
1149,0,not delayed,0.033179466,2024-05-16
1149,0,not delayed,0.06295931,2024-05-17
1149,1,delayed,0.81776965,2024-05-15
115,1,delayed,0.97988564,2024-05-16
115,1,not delayed,0.48517805,2024-05-17
115,0,not delayed,0.030079566,2024-05-15
115,1,delayed,0.9811132,2024-05-19
115,0,not delayed,0.032384127,2024-05-18
1150,0,not delayed,0.05331296,2024-05-17
1150,1,delayed,0.995426,2024-05-18
1150,0,not delayed,0.030373748,2024-05-19
1150,0,not delayed,0.033017647,2024-05-15
1150,1,delayed,0.98264015,2024-05-16
1151,1,delayed,0.99694574,2024-05-15
1151,0,not delayed,0.030746242,2024-05-19
1151,1,delayed,0.9232019,2024-05-17
1151,1,delayed,0.9959132,2024-05-18
1151,1,delayed,0.9861929,2024-05-16
1152,0,not delayed,0.030003723,2024-05-19
1152,0,not delayed,0.03049088,2024-05-15
1152,0,not delayed,0.34588116,2024-05-17
1152,1,delayed,0.99577606,2024-05-16
1152,1,delayed,0.9889816,2024-05-18
1153,0,not delayed,0.075726986,2024-05-18
1153,0,not delayed,0.034265228,2024-05-16
1153,1,delayed,0.9885562,2024-05-19
1153,0,not delayed,0.030287923,2024-05-17
1153,0,not delayed,0.029915595,2024-05-15
1154,1,delayed,0.97347534,2024-05-17
1154,0,not delayed,0.08137916,2024-05-15
1154,1,delayed,0.9972723,2024-05-16
1154,1,delayed,0.9821926,2024-05-18
1154,1,delayed,0.99371266,2024-05-19
1155,1,delayed,0.98917526,2024-05-19
1155,1,delayed,0.99681795,2024-05-15
1155,1,delayed,0.9941152,2024-05-16
1155,1,delayed,0.9855158,2024-05-17
1155,0,not delayed,0.03227104,2024-05-18
1156,0,not delayed,0.04905685,2024-05-18
1156,0,not delayed,0.05299692,2024-05-17
1156,1,delayed,0.9551845,2024-05-16
1156,0,not delayed,0.03021486,2024-05-19
1156,1,delayed,0.99694574,2024-05-15
1157,0,delayed,0.9217815,2024-05-19
1157,1,delayed,0.98916394,2024-05-17
1157,1,delayed,0.8558531,2024-05-15
1157,0,delayed,0.8869761,2024-05-18
1157,0,not delayed,0.39435577,2024-05-16
1158,1,delayed,0.99398655,2024-05-18
1158,1,not delayed,0.10006796,2024-05-19
1158,1,delayed,0.98917526,2024-05-16
1158,1,delayed,0.9969432,2024-05-15
1158,1,delayed,0.99694467,2024-05-17
1159,0,not delayed,0.049134053,2024-05-16
1159,1,delayed,0.9855124,2024-05-17
1159,0,not delayed,0.031131044,2024-05-15
1159,1,delayed,0.9960839,2024-05-19
1159,0,not delayed,0.049038056,2024-05-18
116,1,delayed,0.9891744,2024-05-19
116,0,not delayed,0.25534275,2024-05-15
116,0,delayed,0.54182386,2024-05-16
116,1,delayed,0.9968169,2024-05-18
116,1,delayed,0.98880994,2024-05-17
1160,0,not delayed,0.050525345,2024-05-17
1160,0,not delayed,0.053190164,2024-05-19
1160,1,delayed,0.9682083,2024-05-18
1160,0,not delayed,0.23527282,2024-05-15
1160,1,delayed,0.99653804,2024-05-16
1161,0,not delayed,0.033352192,2024-05-17
1161,0,not delayed,0.029956874,2024-05-19
1161,1,delayed,0.9894029,2024-05-16
1161,0,not delayed,0.25386512,2024-05-15
1161,1,delayed,0.9780614,2024-05-18
1162,1,delayed,0.98827624,2024-05-16
1162,0,delayed,0.59755206,2024-05-15
1162,1,delayed,0.9816401,2024-05-19
1162,0,not delayed,0.045394085,2024-05-17
1162,1,delayed,0.98917526,2024-05-18
1163,1,delayed,0.9969459,2024-05-18
1163,0,not delayed,0.030219778,2024-05-15
1163,0,not delayed,0.030087456,2024-05-16
1163,0,not delayed,0.049382824,2024-05-17
1163,0,not delayed,0.044137713,2024-05-19
1164,0,not delayed,0.046366453,2024-05-16
1164,0,not delayed,0.043660615,2024-05-17
1164,1,delayed,0.989172,2024-05-15
1164,1,delayed,0.98819274,2024-05-18
1164,1,not delayed,0.033039402,2024-05-19
1165,0,not delayed,0.032275934,2024-05-16
1165,1,delayed,0.94064707,2024-05-15
1165,0,not delayed,0.03041946,2024-05-19
1165,0,not delayed,0.032527853,2024-05-18
1165,1,delayed,0.9860394,2024-05-17
1166,1,delayed,0.98242533,2024-05-19
1166,1,delayed,0.92882645,2024-05-15
1166,1,delayed,0.98917526,2024-05-17
1166,0,not delayed,0.042978846,2024-05-18
1166,0,not delayed,0.032735147,2024-05-16
1167,0,not delayed,0.21138039,2024-05-17
1167,1,not delayed,0.46217257,2024-05-18
1167,0,not delayed,0.053169742,2024-05-15
1167,0,not delayed,0.03901533,2024-05-19
1167,0,not delayed,0.07969599,2024-05-16
1168,1,delayed,0.98917526,2024-05-18
1168,0,not delayed,0.035329815,2024-05-19
1168,1,delayed,0.90435255,2024-05-17
1168,0,not delayed,0.03194927,2024-05-16
1168,0,not delayed,0.043058243,2024-05-15
1169,1,not delayed,0.048287902,2024-05-17
1169,0,not delayed,0.046988636,2024-05-19
1169,1,delayed,0.9960824,2024-05-18
1169,1,delayed,0.9870759,2024-05-15
1169,0,not delayed,0.04939874,2024-05-16
117,0,not delayed,0.03162231,2024-05-17
117,0,not delayed,0.04838996,2024-05-16
117,1,delayed,0.99694574,2024-05-18
117,0,not delayed,0.11059494,2024-05-19
117,0,not delayed,0.07347866,2024-05-15
1170,0,delayed,0.94749266,2024-05-16
1170,0,delayed,0.6149543,2024-05-18
1170,0,delayed,0.982615,2024-05-15
1170,1,delayed,0.9980026,2024-05-19
1170,0,not delayed,0.051270563,2024-05-17
1171,1,delayed,0.98917526,2024-05-15
1171,1,delayed,0.9890009,2024-05-16
1171,1,delayed,0.9980421,2024-05-17
1171,0,not delayed,0.1221238,2024-05-19
1171,0,delayed,0.85850495,2024-05-18
1172,0,not delayed,0.050973497,2024-05-18
1172,0,delayed,0.9759054,2024-05-19
1172,1,not delayed,0.03365688,2024-05-15
1172,0,not delayed,0.03189883,2024-05-17
1172,0,not delayed,0.07517494,2024-05-16
1173,1,delayed,0.9884452,2024-05-19
1173,1,delayed,0.64334726,2024-05-17
1173,1,delayed,0.9949298,2024-05-18
1173,0,not delayed,0.2795376,2024-05-15
1173,1,delayed,0.987942,2024-05-16
1174,0,not delayed,0.030766206,2024-05-18
1174,0,not delayed,0.068718806,2024-05-15
1174,0,not delayed,0.041897397,2024-05-16
1174,0,not delayed,0.029832559,2024-05-19
1174,1,delayed,0.9217421,2024-05-17
1175,1,delayed,0.9960565,2024-05-16
1175,1,delayed,0.98399514,2024-05-15
1175,0,not delayed,0.05749474,2024-05-18
1175,0,not delayed,0.03037808,2024-05-17
1175,0,delayed,0.75663537,2024-05-19
1176,0,not delayed,0.050003912,2024-05-16
1176,1,delayed,0.98917526,2024-05-17
1176,1,delayed,0.8114866,2024-05-19
1176,1,delayed,0.99079776,2024-05-15
1176,1,delayed,0.99694574,2024-05-18
1177,0,not delayed,0.19144502,2024-05-16
1177,0,not delayed,0.033490367,2024-05-17
1177,0,not delayed,0.03048608,2024-05-15
1177,0,not delayed,0.032434095,2024-05-18
1177,0,not delayed,0.049169287,2024-05-19
1178,0,not delayed,0.05198206,2024-05-18
1178,0,not delayed,0.04404815,2024-05-19
1178,0,not delayed,0.031562254,2024-05-17
1178,0,not delayed,0.03030105,2024-05-16
1178,1,delayed,0.9724259,2024-05-15
1179,0,not delayed,0.03798869,2024-05-16
1179,0,delayed,0.68446875,2024-05-19
1179,0,not delayed,0.045858458,2024-05-17
1179,1,delayed,0.9969711,2024-05-15
1179,1,not delayed,0.042232823,2024-05-18
118,0,not delayed,0.035056066,2024-05-16
118,1,delayed,0.9891134,2024-05-19
118,1,delayed,0.9944032,2024-05-18
118,0,not delayed,0.2532384,2024-05-17
118,1,delayed,0.6882735,2024-05-15
1180,1,delayed,0.866904,2024-05-19
1180,1,not delayed,0.20669425,2024-05-15
1180,0,not delayed,0.039326195,2024-05-18
1180,1,delayed,0.98929274,2024-05-16
1180,1,delayed,0.98336345,2024-05-17
1181,1,delayed,0.94000596,2024-05-18
1181,0,not delayed,0.34349075,2024-05-19
1181,1,delayed,0.98873246,2024-05-15
1181,1,delayed,0.99500555,2024-05-16
1181,1,delayed,0.99727756,2024-05-17
1182,0,not delayed,0.05973233,2024-05-18
1182,1,delayed,0.9969176,2024-05-19
1182,0,not delayed,0.030035432,2024-05-15
1182,1,delayed,0.9925194,2024-05-17
1182,1,not delayed,0.0301865,2024-05-16
1183,1,delayed,0.9822487,2024-05-18
1183,1,delayed,0.9890557,2024-05-19
1183,0,not delayed,0.053114966,2024-05-15
1183,0,not delayed,0.04585488,2024-05-16
1183,1,delayed,0.98917526,2024-05-17
1184,0,not delayed,0.030613894,2024-05-19
1184,0,not delayed,0.032322638,2024-05-18
1184,0,not delayed,0.06497886,2024-05-17
1184,1,delayed,0.9632011,2024-05-16
1184,0,not delayed,0.043104816,2024-05-15
1185,0,not delayed,0.030028095,2024-05-15
1185,1,delayed,0.99694574,2024-05-19
1185,0,not delayed,0.0658977,2024-05-18
1185,1,delayed,0.9464256,2024-05-16
1185,0,not delayed,0.030820703,2024-05-17
1186,1,delayed,0.9794705,2024-05-19
1186,1,delayed,0.9929426,2024-05-15
1186,0,not delayed,0.048144177,2024-05-16
1186,1,delayed,0.8501556,2024-05-17
1186,0,not delayed,0.049174692,2024-05-18
1187,1,delayed,0.9833274,2024-05-17
1187,1,delayed,0.99694574,2024-05-15
1187,1,not delayed,0.051691122,2024-05-19
1187,0,not delayed,0.055594835,2024-05-16
1187,1,delayed,0.6520994,2024-05-18
1188,0,not delayed,0.39526802,2024-05-19
1188,0,not delayed,0.048859984,2024-05-16
1188,1,delayed,0.8728158,2024-05-17
1188,1,delayed,0.9925495,2024-05-18
1188,1,delayed,0.99535733,2024-05-15
1189,0,not delayed,0.0544218,2024-05-18
1189,1,delayed,0.99694574,2024-05-15
1189,0,not delayed,0.03119364,2024-05-16
1189,1,delayed,0.90827787,2024-05-17
1189,0,not delayed,0.053324733,2024-05-19
119,1,delayed,0.99302375,2024-05-18
119,0,not delayed,0.047803406,2024-05-17
119,0,not delayed,0.052154996,2024-05-16
119,0,not delayed,0.03141804,2024-05-15
119,1,delayed,0.99498636,2024-05-19
1190,0,not delayed,0.030775106,2024-05-15
1190,0,not delayed,0.21767601,2024-05-18
1190,0,not delayed,0.02996688,2024-05-16
1190,0,not delayed,0.030430594,2024-05-19
1190,0,not delayed,0.03029103,2024-05-17
1191,0,not delayed,0.04450063,2024-05-19
1191,1,delayed,0.99685216,2024-05-18
1191,1,delayed,0.55006504,2024-05-15
1191,1,delayed,0.86233944,2024-05-16
1191,1,delayed,0.958532,2024-05-17
1192,1,delayed,0.99694574,2024-05-17
1192,0,not delayed,0.033086993,2024-05-19
1192,0,not delayed,0.056603044,2024-05-16
1192,1,delayed,0.9967275,2024-05-15
1192,0,not delayed,0.27210674,2024-05-18
1193,0,not delayed,0.030104311,2024-05-15
1193,0,not delayed,0.030498367,2024-05-18
1193,1,delayed,0.9968685,2024-05-17
1193,1,delayed,0.98917466,2024-05-19
1193,1,delayed,0.988829,2024-05-16
1194,0,not delayed,0.030923622,2024-05-16
1194,0,not delayed,0.032539878,2024-05-18
1194,1,delayed,0.98885626,2024-05-15
1194,0,not delayed,0.0513338,2024-05-19
1194,0,not delayed,0.12120743,2024-05-17
1195,0,not delayed,0.033416487,2024-05-18
1195,0,not delayed,0.23053001,2024-05-15
1195,1,not delayed,0.06769071,2024-05-19
1195,0,not delayed,0.03255529,2024-05-17
1195,0,delayed,0.5535623,2024-05-16
1196,0,not delayed,0.029791767,2024-05-18
1196,0,not delayed,0.04209314,2024-05-16
1196,1,delayed,0.99694574,2024-05-17
1196,1,delayed,0.98917526,2024-05-15
1196,0,not delayed,0.030110292,2024-05-19
1197,1,delayed,0.99759704,2024-05-17
1197,1,delayed,0.98907083,2024-05-16
1197,1,delayed,0.99796236,2024-05-19
1197,0,not delayed,0.030803965,2024-05-18
1197,0,not delayed,0.029981755,2024-05-15
1198,1,delayed,0.90461516,2024-05-17
1198,1,delayed,0.82239527,2024-05-19
1198,0,not delayed,0.033715058,2024-05-18
1198,1,delayed,0.92817324,2024-05-16
1198,1,delayed,0.98917526,2024-05-15
1199,0,not delayed,0.029795114,2024-05-17
1199,1,delayed,0.99694574,2024-05-15
1199,0,not delayed,0.03010301,2024-05-18
1199,0,not delayed,0.048896983,2024-05-16
1199,1,delayed,0.98913056,2024-05-19
12,1,not delayed,0.029991085,2024-05-18
12,0,not delayed,0.049917772,2024-05-19
12,1,delayed,0.88933355,2024-05-17
12,1,delayed,0.98917526,2024-05-16
12,1,delayed,0.9744831,2024-05-15
120,1,delayed,0.5673038,2024-05-15
120,0,not delayed,0.047164876,2024-05-17
120,1,delayed,0.9968267,2024-05-16
120,0,not delayed,0.04885277,2024-05-18
120,1,delayed,0.7563326,2024-05-19
1200,1,delayed,0.99694574,2024-05-15
1200,1,not delayed,0.11668136,2024-05-18
1200,0,not delayed,0.11701066,2024-05-17
1200,0,not delayed,0.051330462,2024-05-16
1200,0,not delayed,0.030716322,2024-05-19
1201,1,delayed,0.98336375,2024-05-18
1201,1,delayed,0.98917526,2024-05-17
1201,1,delayed,0.99673784,2024-05-15
1201,1,delayed,0.9963094,2024-05-19
1201,0,not delayed,0.05234041,2024-05-16
1202,0,not delayed,0.21862435,2024-05-18
1202,1,delayed,0.99094415,2024-05-17
1202,1,delayed,0.9894868,2024-05-19
1202,0,not delayed,0.029895322,2024-05-15
1202,1,delayed,0.9891729,2024-05-16
1203,0,not delayed,0.031817973,2024-05-16
1203,1,delayed,0.92643255,2024-05-17
1203,1,delayed,0.9980365,2024-05-19
1203,1,delayed,0.9972418,2024-05-15
1203,1,not delayed,0.4426667,2024-05-18
1204,0,not delayed,0.073103555,2024-05-18
1204,1,delayed,0.98320144,2024-05-17
1204,1,delayed,0.9888218,2024-05-15
1204,1,delayed,0.9834059,2024-05-16
1204,1,delayed,0.9964156,2024-05-19
1205,1,not delayed,0.44289288,2024-05-17
